Nombre y tensión del nudo;Código Subestación;Comunidad Autónoma;POSICIONES DE GEN/ALM;;;;CRITERIO DE POTENCIA DE CORTOCIRCUITO (WSCR);;;;CRITERIO ESTÁTICO GENERACIÓN;;;CRITERIO ESTÁTICO ALMACENAMIENTO;;;CRITERIO DINÁMICO;;;;SITUACIÓN NUDO CAPACIDAD DE ACCESO OTORGADA;;;;;;;SITUACIÓN NUDO CAPACIDAD DE ACCESO EN CURSO DE TRAMITACIÓN;;;;;;;MARGEN DE CAPACIDAD DE ACCESO TOTAL;;;;CRITERIOS LIMITANTES;;;;;;;;CAPACIDAD DE ACCESO NO DISPONIBLE PARA SOLICITUDES A LA RED DE TRANSPORTE Y ACEPTABILIDADES;;;;;CAPACIDAD DE ACCESO DISPONIBLE PARA SOLICITUDES A LA RED DE TRANSPORTE Y ACEPTABILIDADES;;;;;;;;CAPACIDAD DE ACCESO LIBERADA PARA SOLICITUDES DE AUTOCONSUMO SEGÚN  EL REAL DECRETO-LEY 7/2026;;;;;;Motivo de reserva de capacidad de acceso en el nudo;Normativa específica reguladora de la concesión de la capacidad de acceso;;;;;;;;;;;;;;;
;;;A red de transporte;;A red de distribución;;Capacidad de acceso nodal;Binudos;Afección de CS a seguridad del sistema;Margen no ocupado;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Margen no ocupado;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Margen no ocupado;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Limitación interna por configuración del nudo;Margen no ocupado;Capacidad de acceso otorgada MGE;Capacidad de acceso otorgada MGES;Capacidad de acceso otorgada MPE con afección WSCR;Capacidad de acceso otorgada MPE sin afección WSCR;Capacidad de acceso otorgada MPE;Capacidad de acceso otorgada GEN;Capacidad de acceso otorgada ALM;Capacidad de acceso solicitada en curso y pendiente resolver MGE;Capacidad de acceso solicitada en curso y pendiente resolver MGES;Capacidad de acceso solicitada en curso y pendiente resolver MPE con afección WSCR;Capacidad de acceso solicitada en curso y pendiente resolver MPE sin afección WSCR;Capacidad de acceso solicitada en curso y pendiente resolver MPE;Capacidad de acceso solicitada en curso y pendiente resolver GEN;Capacidad de acceso solicitada en curso y pendiente resolver ALM;Generación;;Almacenamiento;;Generación;;Almacenamiento;;Limitación por Posición;;;;Generación;;Almacenamiento;;Motivo capacidad no disponible;Generación;;;;Almacenamiento;;;;"Capacidad de acceso liberada para MGES 
[MW]";"Capacidad de acceso liberada para MPE 
[MW]";"Capacidad de acceso otorgada para MGES 
[MW]";"Capacidad de acceso otorgada para MPE 
[MW]";"Capacidad de acceso disponible para MGES 
[MW]";"Capacidad de acceso disponible para MPE 
[MW]";;;;;;;;;;;;;;;;;
;;;E;P;E;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"MGES 
[MW]";"MPE
[MW]";"MGES 
[MW]";" MPE
[MW]";MGES;MPE;MGES;MPE;Capacidad máxima otorgable en el nudo;¿Existe limitación por posición?;Margen MGES;Margen MPE;"MGES 
[MW]";"MPE
[MW]";"MGES 
[MW]";" MPE
[MW]";;"MGES RdTo MPE con compensador síncrono RdT
[MW]";"MPE RdT
[MW]";"MGES RdD, MPE no conectado al primer nivel de transformación RdD o MPE con compensador síncrono RdD
[MW]";"MPE RdD
[MW]";"MGES RdTo MPE con compensador síncrono RdT
[MW]";"MPE RdT
[MW]";"MGES RdD, MPE no conectado al primer nivel de transformación RdD o MPE con compensador síncrono RdD
[MW]";"MPE RdD
[MW]";;;;;;;;;;;;;;;;;;;;;;;
DON RODRIGO (DON RODRIGO B) 220;50182;Andalucía;;;;;599; W06_SEPE_BIN ; Superación valor máx Icc ;310;1.245;E263_SEPE, E293_SEPE_Bin, E294_SEPE_Bin;1.214;1.327;E263_SEPE, E293_SEPE_Bin, E294_SEPE_Bin;1.296;1.961; D85_SEPE_Bin ;980;952;31;0;31;0;31;31;0;0;0;0;0;0;0;0;952;310;952;310;D_Zona;WSCR_Zona;D_Zona;WSCR_Zona;0;SI;0;0;952;310;952;310;Sin posibilidad de conexión. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. Limitación de capacidad por posición;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
DOS HERMANAS 220;50183;Andalucía;;1;3;;605; N/A ;  ;199;1.177;N/A;611;1.244;N/A;678;923; N/A ;N/A;357;566;10;406;150;556;566;0;167;0;62;105;167;167;0;357;199;357;199;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;400;;74;74;357;199;357;199;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;36;20;0;0;36;20;Concurso;;;;;;;;;;;;;;;;
DRAGO 66;50774;Canarias;;;;;30; N/A ;  ;30;253;E20_SEC;239;254;E20_SEC;239;58; N/A ;N/A;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;30;58;30;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;#¡VALOR!;;58;30;58;30;58;30;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
DRAGONERA 132;50184;Islas Baleares;;1;4;;36; N/A ;  ;0;118;E30_SEB;0;127;E30_SEB;0;226; D4_SEB ;N/A;20;53;0;43;10;53;53;0;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Zona;WSCR_Nudo/Est_Gen_Zona;Est_Alm_Zona;WSCR_Nudo/Est_Alm_Zona;#¡VALOR!;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EBORA 220;50185;Castilla-La Mancha;;1;1;;339; N/A ;  ;214;599;E212_SEPE;274;638;E212_SEPE;384;1.206; N/A ;N/A;1.079;127;2;125;0;125;127;0;36;0;0;36;36;36;0;274;214;384;214;Est_Gen_Zona;WSCR_Nudo;Est_Alm_Zona;WSCR_Nudo;400;;274;214;274;214;384;214;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;27;21;0;0;27;21;Concurso;;;;;;;;;;;;;;;;
EIRIS 220;50189;Galicia;;;2;;385; N/A ;  ;385;446;E244_SEPE, E279_SEPE;36;469;E244_SEPE, E279_SEPE;36;811; D10_SEPE ;N/A;0;10;0;0;10;10;0;10;0;0;0;0;0;0;0;0;0;0;0;D_Zona;D_Zona;D_Zona;D_Zona;0;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EIXAMPLE 220;50190;Cataluña;;;3;;65; N/A ;  ;65;595;N/A;595;600;N/A;600;820; N/A ;N/A;820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;595;65;600;65;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;0;0;0;0;;0;0;595;65;0;0;600;65;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL CANTALAR 220;50191;Comunidad Valenciana;;1;2;;271; N/A ;  ;117;838;E37_SEPE;660;851;E37_SEPE;673;455; D50_SEPE ;N/A;0;178;7;154;16;170;178;0;0;0;0;0;0;0;0;0;0;0;0;D_Zona;D_Zona;D_Zona;D_Zona;400;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL CERRO 220;50192;Castilla y León;1;;;;30; N/A ;  ;0;249;E12_SEPE;219;262;E12_SEPE;232;1.227; D60_SEPE ;N/A;757;30;0;30;0;30;30;0;443;0;0;443;443;398;46;219;0;232;0;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;400;;219;0;0;0;13;0;;219;0;0;0;219;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL CONDADO 220;51403;Andalucía;;;;;271; N/A ;  ;271;216;N/A;216;296;N/A;296;1.112; N/A ;N/A;1.112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;216;296;271;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;216;216;296;271;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL COTO 220;UFD-50222;Comunidad de Madrid;;;3;;900; N/A ;  ;900;880;N/A;880;964;N/A;964;678; N/A ;N/A;678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;678;678;678;678;D_Nudo;D_Nudo;D_Nudo;D_Nudo;0;;0;0;0;0;0;0;;0;0;678;678;0;0;678;678;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL EMPERADOR 220;50193;Castilla-La Mancha;;;;;166; N/A ;  ;166;401;E211_SEPE;401;556;E211_SEPE;556;1.295; N/A ;N/A;1.295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401;166;556;166;Est_Gen_Nudo/Est_Gen_Zona;WSCR_Nudo;Est_Alm_Nudo/Est_Alm_Zona;WSCR_Nudo;0;;0;0;401;166;556;166;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL MORELL 220;50194;Cataluña;;;;;271; N/A ;  ;271;109;E347_SEPE;109;214;E347_SEPE;214;806; D57_SEPE ;N/A;806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;109;214;214;Est_Gen_Nudo/Est_Gen_Zona;Est_Gen_Nudo/Est_Gen_Zona;Est_Alm_Nudo;Est_Alm_Nudo;0;;0;0;109;109;214;214;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL PALMAR 400;50195;Región de Murcia;1;;;;790; N/A ;  ;183;5.343;E136_SEPE;4.234;5.642;E136_SEPE;4.533;12; N/A ;12;0;607;0;607;0;607;607;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;600;SI;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL PALMAR 220;50195;Región de Murcia;;;6;;157; N/A ;  ;54;2.076;E136_SEPE, E39_SEPE;1.574;2.145;E136_SEPE, E39_SEPE;1.642;451; D67_SEPE ;N/A;0;503;6;103;393;497;503;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo/D_Zona;D_Nudo/D_Zona;D_Nudo/D_Zona;D_Nudo/D_Zona;0;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL PALMAR DE LA GOMERA 66;50725;Canarias;;;;2;9; N/A ;  ;9;100;E21_SEC;79;102;E21_SEC;80;58; N/A ;N/A;37;21;0;0;21;21;21;0;0;0;0;0;0;0;0;37;9;37;9;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;#¡VALOR!;;37;9;0;0;0;0;;0;0;37;9;0;0;37;9;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL PALMERAL 220;50196;Comunidad Valenciana;;1;3;1;469; N/A ;  ;299;889;E259_SEPE;717;957;E259_SEPE;786;839; N/A ;N/A;667;172;0;170;2;172;172;0;0;0;0;0;0;0;0;667;299;667;299;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;400;;230;230;667;299;667;299;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;67;30;0;0;67;30;Concurso;;;;;;;;;;;;;;;;
EL PALO 400;50197;Principado de Asturias;;1;1;;857; N/A ;  ;542;2.939;N/A;2.624;3.241;N/A;2.926;1.028; N/A ;N/A;713;315;0;315;0;315;315;0;90;0;90;0;90;90;0;713;542;713;542;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;600;;600;542;713;542;713;542;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;71;54;0;0;71;54;Concurso;;;;;;;;;;;;;;;;
EL PETREL 220;50198;Comunidad Valenciana;;;3;;268; N/A ;  ;192;600;E186_SEPE;346;638;E186_SEPE;383;877; N/A ;N/A;622;255;9;76;169;246;255;0;0;0;0;0;0;0;0;346;192;383;192;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;0;0;0;0;;0;0;346;192;0;0;383;192;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL ROSARIO 220;50726;Canarias;;;;;39; N/A ;  ;39;510;E13_SEC;510;514;E13_SEC;514;57; N/A ;N/A;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;39;57;39;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;0;;0;0;57;39;57;39;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL ROSARIO 66;50726;Canarias;;;;;92; N/A ;  ;92;344;E13_SEC;344;350;E13_SEC;350;57; N/A ;N/A;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;57;57;57;D_Nudo;D_Nudo;D_Nudo;D_Nudo;#¡VALOR!;;57;57;57;57;57;57;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL SEQUERO 220;50199;La Rioja;1;1;2;;366; N/A ;  ;97;897;E307_SEPE;394;1.076;E307_SEPE;573;1.211; N/A ;N/A;856;356;6;269;80;350;356;0;406;0;155;251;406;406;0;394;97;573;97;Est_Gen_Zona;WSCR_Nudo;Est_Alm_Zona;WSCR_Nudo;800;;394;97;394;97;573;97;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;39;10;0;0;39;10;Concurso;;;;;;;;;;;;;;;;
EL SERRALLO 220;50727;Comunidad Valenciana;;;;2;406; N/A ;  ;406;592;E101_SEPE, E34_SEPE;0;664;E101_SEPE, E34_SEPE;0;1.012; N/A ;N/A;1.012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;0;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL TABLERO 66;50200;Canarias;;;2;;88; N/A ;  ;66;125;N/A;99;133;N/A;107;36; N/A ;N/A;10;26;0;22;4;26;26;0;0;0;0;0;0;0;0;10;10;10;10;D_Nudo;D_Nudo;D_Nudo;D_Nudo;#¡VALOR!;;10;10;0;0;0;0;;0;0;10;10;0;0;10;10;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
EL ZUMAJO 220;50798;Andalucía;;1;;1;412; N/A ;  ;126;592;N/A;198;604;N/A;198;1.271; N/A ;N/A;865;406;0;286;120;406;386;20;75;0;0;75;75;64;10;198;126;198;126;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;400;;114;114;198;126;198;126;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;17;13;0;0;17;13;Concurso;;;;;;;;;;;;;;;;
ELCHE 220;50201;Comunidad Valenciana;;1;2;;441; N/A ;  ;388;451;E187_SEPE;384;634;E187_SEPE;568;723; N/A ;N/A;656;67;0;53;13;67;67;0;9;0;9;0;9;9;0;384;384;568;388;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;WSCR_Nudo;400;;384;384;384;384;568;388;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;40;40;0;0;40;40;Concurso;;;;;;;;;;;;;;;;
ELCOGAS 220;50202;Castilla-La Mancha;1;;;;398; N/A ;  ;103;640;E20_SEPE, E323_SEPE;49;680;E20_SEPE, E323_SEPE;237;1.182; D5_SEPE ;N/A;531;443;148;295;0;295;443;0;0;0;0;0;0;0;0;49;49;237;103;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Nudo;WSCR_Nudo;400;SI;0;0;49;49;237;103;Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. Limitación de capacidad por posición;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ELDA 220;50728;Comunidad Valenciana;;1;3;;398; N/A ;  ;398;742;E186_SEPE;742;787;E186_SEPE;787;835; N/A ;N/A;835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;742;398;787;398;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;400;;400;398;742;398;787;398;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;74;40;0;0;74;40;Concurso;;;;;;;;;;;;;;;;
ELGEA 220;50203;País Vasco;1;;;;265; N/A ;  ;61;250;E256_SEPE;34;373;E256_SEPE;34;1.049; D72_SEPE ;N/A;710;266;0;204;62;266;158;108;181;0;176;5;181;113;68;34;34;34;34;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;400;;34;34;0;0;0;0;;34;34;0;0;34;34;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ELIANA 400;50204;Comunidad Valenciana;;1;2;;1.142; N/A ;  ;1.142;1.661;E104_SEPE, E105_SEPE;1.295;1.708;E104_SEPE, E105_SEPE;1.342;0; N/A ;0;0;366;53;0;313;313;366;0;95;0;0;95;95;0;95;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;600;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Concurso;;;;;;;;;;;;;;;;
ELIANA 220;50204;Comunidad Valenciana;;;2;;600; W09_SEPE_BIN ;  ;600;960;E104_SEPE, E158_SEPE_Bin;960;1.123;E104_SEPE, E158_SEPE_Bin;1.123;869; D80_SEPE_Bin ;N/A;604;0;0;0;0;0;0;0;50;0;0;50;50;50;0;604;600;604;600;D_Zona;WSCR_Nudo;D_Zona;WSCR_Nudo;0;;0;0;604;600;604;600;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;60;60;0;0;60;60;Concurso;;;;;;;;;;;;;;;;
ELIANA (ELIANA B) 220;50204;Comunidad Valenciana;;;;;561; W09_SEPE_BIN ;  ;561;866;E105_SEPE, E158_SEPE_Bin;866;890;E105_SEPE, E158_SEPE_Bin;890;869; D80_SEPE_Bin ;N/A;604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;604;561;604;561;D_Zona;WSCR_Nudo;D_Zona;WSCR_Nudo;0;;0;0;604;561;604;561;Sin posibilidad de conexión. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ELS AUBALS 400;50205;Cataluña;;;;;718; N/A ;  ;718;1.584;E266_SEPE;1.506;2.015;E266_SEPE;1.937;2.401; N/A ;701;2.401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.506;718;1.937;718;Est_Gen_Zona;WSCR_Nudo;Est_Alm_Zona;WSCR_Nudo;0;;0;0;1.506;718;1.937;718;Sin posibilidad de conexión. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ELS AUBALS 220;50205;Cataluña;1;;2;;252; N/A ;  ;177;1.134;E266_SEPE;1.057;1.284;E266_SEPE;1.206;813; N/A ;N/A;735;78;0;75;3;78;78;0;0;0;0;0;0;0;0;735;177;735;177;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;400;;370;177;735;177;735;177;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;74;18;0;0;74;18;Concurso;;;;;;;;;;;;;;;;
ENTRENUCLEOS 220;50729;Andalucía;;1;;1;876; N/A ;  ;483;502;E192_SEPE;0;602;E192_SEPE;209;1.012; N/A ;N/A;619;393;0;393;0;393;393;0;490;0;490;0;490;0;490;0;0;209;209;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Nudo;Est_Alm_Nudo;400;;0;0;0;0;0;0;;0;0;0;0;0;0;209;209;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ENTRERRIOS 220;50206;Aragón;;;2;;244; N/A ;  ;174;536;N/A;315;609;N/A;388;1.236; N/A ;N/A;1.015;221;1;69;151;220;221;0;0;0;0;0;0;0;0;315;174;388;174;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;SI;0;0;0;0;0;174;Limitación de capacidad por posición;0;0;315;174;0;0;388;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ERISTE 220;50207;Aragón;2;;1;;246; N/A ;  ;246;191;E271_SEPE;111;221;E271_SEPE;141;1.186; D31_SEPE ;N/A;910;80;80;0;0;0;80;0;41;0;41;0;41;0;41;111;111;141;141;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;Est_Alm_Nudo;800;;111;111;111;111;141;141;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;11;11;0;0;11;11;Concurso;;;;;;;;;;;;;;;;
ES BESSONS 220;50208;Islas Baleares;;;;;51; N/A ; Riesgo interacciones ;51;405;E02_SEB, E05_SEB;390;424;E02_SEB, E05_SEB;424;232; N/A ;N/A;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;51;232;51;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;0;;0;0;232;51;232;51;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ES BESSONS 132;50208;Islas Baleares;;;;;25; N/A ; Riesgo interacciones ;25;297;E02_SEB;297;307;E02_SEB;307;232; D4_SEB ;N/A;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;20;D_Zona;D_Zona;D_Zona;D_Zona;#¡VALOR!;;20;20;20;20;20;20;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ES BESSONS 66;50208;Islas Baleares;;;;;15; W01_SEB_BIN ; Riesgo interacciones ;15;318;E05_SEB, E18_SEB_BIN;318;336;E05_SEB, E18_SEB_BIN;336;235; D3_SEB, D5_SEB_BIN ;N/A;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;15;49;15;D_Zona;WSCR_Nudo;D_Zona;WSCR_Nudo;#¡VALOR!;;49;15;49;15;49;15;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ES BESSONS (ES BESSONS B) 66;50208;Islas Baleares;;;;;15; W01_SEB_BIN ; Riesgo interacciones ;15;177;E05_SEB, E18_SEB_BIN;177;203;E05_SEB, E18_SEB_BIN;203;219; D5_SEB_BIN ;N/A;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;15;203;15;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;#¡VALOR!;;177;15;177;15;203;15;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ESCALONA 220;50209;Aragón;;;;;305; N/A ;  ;305;241;N/A;241;347;N/A;347;1.263; N/A ;N/A;1.263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;241;347;305;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;241;241;347;305;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ESCATRON 400;50210;Aragón;1;1;;;1.344; N/A ;  ;725;2.227;E62_SEPE;31;3.081;E62_SEPE;885;441; N/A ;N/A;0;1.423;804;619;0;619;1.423;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;1.200;SI;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ESCATRON 220;50210;Aragón;;1;3;;946; N/A ;  ;710;891;E318_SEPE, E62_SEPE;0;1.049;E318_SEPE, E62_SEPE;0;537; N/A ;N/A;0;773;221;236;316;551;773;0;74;0;74;0;74;74;0;0;0;0;0;Est_Gen_Zona/D_Nudo;Est_Gen_Zona/D_Nudo;Est_Alm_Zona/D_Nudo;Est_Alm_Zona/D_Nudo;400;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ESCOBAR 66;50730;Canarias;;;;;65; N/A ;  ;0;163;E08_SEC;0;232;E08_SEC;0;4; D02_SEC ;N/A;0;65;0;65;0;65;65;0;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Zona/D_Nudo/D_Zona;WSCR_Nudo/Est_Gen_Zona/D_Nudo/D_Zona;Est_Alm_Zona/D_Nudo/D_Zona;WSCR_Nudo/Est_Alm_Zona/D_Nudo/D_Zona;#¡VALOR!;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ESCUCHA 220;50212;Aragón;2;;1;;381; N/A ;  ;339;316;E202_SEPE;0;412;E202_SEPE;285;1.213; N/A ;N/A;1.086;127;25;43;59;102;127;0;442;0;442;0;442;0;442;0;0;285;285;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Nudo;Est_Alm_Nudo;800;;0;0;0;0;0;0;;0;0;0;0;0;0;285;285;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ESPARTAL 220;50213;Aragón;2;;1;;249; N/A ;  ;193;943;E318_SEPE;0;1.044;E318_SEPE;0;1.198; N/A ;N/A;833;365;197;56;112;168;365;0;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;800;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ESPINARDO 220;51402;Región de Murcia;;;;1;89; N/A ;  ;89;866;E39_SEPE;866;871;E39_SEPE;871;451; D67_SEPE ;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D_Zona;D_Zona;D_Zona;D_Zona;0;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Concurso;;;;;;;;;;;;;;;;
ESQUEDAS 220;50214;Aragón;;1;1;1;151; N/A ;  ;50;476;E333_SEPE;0;511;E333_SEPE;0;1.299; N/A ;N/A;1.048;251;21;101;129;230;251;0;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;400;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Concurso;;;;;;;;;;;;;;;;
FACINAS 220;50219;Andalucía;3;;;;161; N/A ;  ;0;490;E49_SEPE;94;510;E49_SEPE;114;960; D19_SEPE ;N/A;210;396;0;396;0;396;396;0;50;0;0;50;50;0;50;94;0;114;0;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;1.200;;94;0;0;0;20;0;;94;0;0;0;94;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
FACULTATS 220;50220;Cataluña;;;2;;361; N/A ;  ;361;601;N/A;601;669;N/A;669;803; N/A ;N/A;803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;601;361;669;361;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;0;0;0;0;;0;0;601;361;0;0;669;361;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
